graph,s,node_id,k_birth,k_death,persistence,size_birth,size_death
com-dblp,3,417557,3,3,0,1,6
com-dblp,3,417572,3,3,0,1,10
com-dblp,3,417587,3,1,2,1,9
com-dblp,3,417596,3,3,0,1,6
com-dblp,3,417608,3,3,0,1,6
com-dblp,3,417629,3,3,0,1,6
com-dblp,3,417637,3,3,0,1,6
com-dblp,3,417654,3,3,0,1,6
com-dblp,3,417665,3,0,3,1,4
com-dblp,3,417676,3,0,3,1,6
com-dblp,3,417687,3,3,0,1,6
com-dblp,3,417728,3,1,2,1,6
com-dblp,3,417739,3,0,3,1,9
com-dblp,3,417745,3,1,2,1,6
com-dblp,3,417751,3,3,0,1,6
com-dblp,3,417757,3,3,0,1,6
com-dblp,3,417763,3,0,3,1,10
com-dblp,3,417777,3,2,1,1,6
com-dblp,3,417820,3,3,0,1,5
com-dblp,3,417861,3,3,0,1,6
com-dblp,3,417872,3,0,3,1,10
com-dblp,3,417904,3,0,3,1,4
com-dblp,3,417929,3,1,2,1,6
com-dblp,3,417935,3,1,2,1,10
com-dblp,3,417953,3,3,0,1,5
com-dblp,3,417963,3,3,0,1,6
com-dblp,3,418003,3,1,2,1,11
com-dblp,3,418014,3,1,2,1,8
com-dblp,3,418030,3,3,0,1,6
com-dblp,3,418049,3,3,0,1,6
com-dblp,3,418055,3,3,0,1,6
com-dblp,3,418089,3,0,3,1,4
com-dblp,3,418108,3,0,3,1,4
com-dblp,3,418130,3,3,0,1,6
com-dblp,3,418142,3,1,2,1,6
com-dblp,3,418148,3,1,2,1,6
com-dblp,3,418154,3,3,0,1,10
com-dblp,3,418192,3,3,0,1,6
com-dblp,3,418275,3,3,0,1,6
com-dblp,3,418309,3,1,2,1,6
com-dblp,3,418325,3,1,2,1,8
com-dblp,3,418332,3,3,0,1,5
com-dblp,3,418381,3,3,0,1,6
com-dblp,3,418389,3,3,0,1,6
com-dblp,3,418443,3,1,2,1,6
com-dblp,3,418449,3,3,0,1,6
com-dblp,3,418459,3,0,3,1,4
com-dblp,3,418470,3,1,2,1,6
com-dblp,3,418476,3,1,2,1,11
com-dblp,3,418482,3,1,2,1,6
com-dblp,3,418525,3,3,0,1,6
com-dblp,3,418572,3,3,0,1,6
com-dblp,3,418598,3,3,0,1,15
com-dblp,3,418603,3,3,0,1,6
com-dblp,3,418609,3,3,0,1,6
com-dblp,3,418632,3,1,2,1,13
com-dblp,3,418638,3,3,0,1,11
com-dblp,3,418651,3,1,2,1,6
com-dblp,3,418672,3,0,3,1,4
com-dblp,3,418682,3,3,0,1,5
com-dblp,3,418690,3,3,0,1,6
com-dblp,3,418706,3,1,2,1,6
com-dblp,3,418719,3,3,0,1,6
com-dblp,3,418748,3,3,0,1,6
com-dblp,3,418774,3,3,0,1,6
com-dblp,3,418791,3,3,0,1,6
com-dblp,3,418797,3,3,0,1,6
com-dblp,3,418810,3,3,0,1,6
com-dblp,3,418853,3,1,2,1,6
com-dblp,3,418871,3,0,3,1,4
com-dblp,3,418890,3,3,0,1,6
com-dblp,3,418896,3,3,0,1,6
com-dblp,3,418903,3,1,2,1,11
com-dblp,3,418914,3,0,3,1,4
com-dblp,3,418920,3,3,0,1,6
com-dblp,3,418937,3,1,2,1,9
com-dblp,3,418984,3,3,0,1,6
com-dblp,3,418995,3,0,3,1,4
com-dblp,3,419014,3,1,2,1,9
com-dblp,3,419020,3,3,0,1,6
com-dblp,3,419031,3,3,0,1,11
com-dblp,3,419044,3,1,2,1,6
com-dblp,3,419061,3,0,3,1,6
com-dblp,3,419080,3,0,3,1,5
com-dblp,3,419090,3,3,0,1,6
com-dblp,3,419114,3,0,3,1,4
com-dblp,3,419125,3,3,0,1,10
com-dblp,3,419135,3,3,0,1,6
com-dblp,3,419188,3,1,2,1,6
com-dblp,3,419194,3,3,0,1,5
com-dblp,3,419199,3,1,2,1,23
com-dblp,3,419205,3,3,0,1,6
com-dblp,3,419216,3,3,0,1,6
com-dblp,3,419223,3,3,0,1,6
com-dblp,3,419248,3,1,2,1,6
com-dblp,3,419264,3,3,0,1,6
com-dblp,3,419272,3,1,2,1,6
com-dblp,3,419313,3,1,2,1,6
com-dblp,3,419319,3,0,3,1,5
com-dblp,3,419324,3,3,0,1,6
com-dblp,3,419353,3,3,0,1,5
com-dblp,3,419360,3,3,0,1,5
com-dblp,3,419367,3,3,0,1,5
com-dblp,3,419387,3,0,3,1,4
com-dblp,3,419393,3,3,0,1,5
com-dblp,3,419414,3,1,2,1,6
com-dblp,3,419420,3,0,3,1,4
com-dblp,3,419436,3,3,0,1,10
com-dblp,3,419451,3,1,2,1,6
com-dblp,3,419462,3,1,2,1,6
com-dblp,3,419470,3,0,3,1,6
com-dblp,3,419477,3,3,0,1,6
com-dblp,3,419489,3,1,2,1,6
com-dblp,3,419495,3,1,2,1,6
com-dblp,3,419504,3,3,0,1,14
com-dblp,3,419513,3,3,0,1,6
com-dblp,3,419526,3,3,0,1,6
com-dblp,3,419531,3,3,0,1,6
com-dblp,3,419537,3,1,2,1,26
com-dblp,3,419552,3,1,2,1,6
com-dblp,3,419568,3,0,3,1,4
com-dblp,3,419601,3,2,1,1,11
com-dblp,3,419611,3,3,0,1,6
com-dblp,3,419639,3,0,3,1,6
com-dblp,3,419645,3,0,3,1,4
com-dblp,3,419672,3,3,0,1,9
com-dblp,3,419687,3,3,0,1,6
com-dblp,3,419693,3,3,0,1,6
com-dblp,3,419716,3,2,1,1,6
com-dblp,3,419722,3,0,3,1,5
com-dblp,3,419727,3,2,1,1,8
com-dblp,3,419738,3,3,0,1,6
com-dblp,3,419747,3,3,0,1,6
com-dblp,3,419755,3,1,2,1,6
com-dblp,3,419769,3,2,1,1,6
com-dblp,3,419775,3,0,3,1,4
com-dblp,3,419781,3,1,2,1,6
com-dblp,3,419791,3,3,0,1,5
com-dblp,3,419802,3,3,0,1,6
com-dblp,3,419807,3,0,3,1,4
com-dblp,3,419825,3,1,2,1,6
com-dblp,3,419870,3,0,3,1,4
com-dblp,3,419890,3,3,0,1,6
com-dblp,3,419896,3,3,0,1,6
com-dblp,3,419921,3,3,0,1,6
com-dblp,3,419934,3,3,0,1,8
com-dblp,3,419963,3,3,0,1,6
com-dblp,3,419969,3,3,0,1,6
com-dblp,3,420002,3,3,0,1,6
com-dblp,3,420011,3,1,2,1,11
com-dblp,3,420021,3,1,2,1,6
com-dblp,3,420029,3,1,2,1,6
com-dblp,3,420067,3,2,1,1,6
com-dblp,3,420073,3,0,3,1,4
com-dblp,3,420089,3,1,2,1,8
com-dblp,3,420101,3,0,3,1,4
com-dblp,3,420112,3,0,3,1,4
com-dblp,3,420128,3,3,0,1,6
com-dblp,3,420197,3,0,3,1,4
com-dblp,3,420220,3,1,2,1,6
com-dblp,3,420246,3,3,0,1,6
com-dblp,3,420256,3,3,0,1,6
com-dblp,3,420298,3,3,0,1,6
com-dblp,3,420311,3,0,3,1,4
com-dblp,3,420327,3,0,3,1,4
com-dblp,3,420333,3,3,0,1,6
com-dblp,3,420344,3,3,0,1,5
com-dblp,3,420361,3,3,0,1,6
com-dblp,3,420369,3,0,3,1,4
com-dblp,3,420375,3,3,0,1,6
com-dblp,3,420395,3,1,2,1,6
com-dblp,3,420431,3,0,3,1,4
com-dblp,3,420453,3,3,0,1,6
com-dblp,3,420461,3,0,3,1,4
com-dblp,3,420480,3,0,3,1,10
com-dblp,3,420489,3,0,3,1,6
com-dblp,3,420495,3,3,0,1,5
com-dblp,3,420515,3,1,2,1,6
com-dblp,3,420521,3,3,0,1,12
com-dblp,3,420546,3,1,2,1,6
com-dblp,3,420563,3,3,0,1,6
com-dblp,3,420569,3,3,0,1,8
com-dblp,3,420580,3,3,0,1,6
com-dblp,3,420595,3,1,2,1,11
com-dblp,3,420600,3,0,3,1,4
com-dblp,3,420629,3,3,0,1,6
com-dblp,3,420635,3,1,2,1,6
com-dblp,3,420650,3,1,2,1,6
com-dblp,3,420688,3,2,1,1,6
com-dblp,3,420694,3,1,2,1,18
com-dblp,3,420702,3,0,3,1,6
com-dblp,3,420712,3,3,0,1,6
com-dblp,3,420718,3,0,3,1,6
com-dblp,3,420729,3,1,2,1,11
com-dblp,3,420748,3,3,0,1,5
com-dblp,3,420783,3,3,0,1,6
com-dblp,3,420789,3,3,0,1,6
com-dblp,3,420808,3,3,0,1,6
com-dblp,3,420840,3,3,0,1,6
com-dblp,3,420846,3,0,3,1,4
com-dblp,3,420852,3,3,0,1,6
com-dblp,3,420872,3,3,0,1,6
com-dblp,3,420902,3,3,0,1,5
com-dblp,3,420922,3,1,2,1,6
com-dblp,3,420928,3,0,3,1,4
com-dblp,3,420937,3,3,0,1,6
com-dblp,3,420943,3,1,2,1,6
com-dblp,3,420995,3,3,0,1,10
com-dblp,3,421041,3,1,2,1,11
com-dblp,3,421103,3,0,3,1,4
com-dblp,3,421120,3,1,2,1,15
com-dblp,3,421126,3,0,3,1,7
com-dblp,3,421152,3,1,2,1,9
com-dblp,3,421177,3,0,3,1,6
com-dblp,3,421183,3,3,0,1,6
com-dblp,3,421200,3,0,3,1,4
com-dblp,3,421241,3,0,3,1,12
com-dblp,3,421270,3,3,0,1,6
com-dblp,3,421276,3,1,2,1,6
com-dblp,3,421284,3,3,0,1,5
com-dblp,3,421316,3,0,3,1,4
com-dblp,3,421327,3,1,2,1,6
com-dblp,3,421333,3,3,0,1,6
com-dblp,3,421352,3,0,3,1,6
com-dblp,3,421364,3,3,0,1,6
com-dblp,3,421369,3,0,3,1,4
com-dblp,3,421397,3,0,3,1,6
com-dblp,3,421403,3,1,2,1,6
com-dblp,3,421422,3,3,0,1,6
com-dblp,3,421458,3,3,0,1,6
com-dblp,3,421474,3,0,3,1,6
com-dblp,3,421493,3,3,0,1,6
com-dblp,3,421499,3,3,0,1,8
com-dblp,3,421516,3,1,2,1,6
com-dblp,3,421521,3,3,0,1,6
com-dblp,3,421533,3,3,0,1,11
com-dblp,3,421565,3,3,0,1,6
com-dblp,3,421571,3,3,0,1,6
com-dblp,3,421586,3,1,2,1,6
com-dblp,3,421599,3,1,2,1,6
com-dblp,3,421605,3,3,0,1,6
com-dblp,3,421631,3,3,0,1,5
com-dblp,3,421640,3,0,3,1,7
com-dblp,3,421661,3,1,2,1,9
com-dblp,3,421679,3,1,2,1,6
com-dblp,3,421689,3,1,2,1,6
com-dblp,3,421700,3,3,0,1,6
com-dblp,3,421707,3,1,2,1,9
com-dblp,3,421718,3,0,3,1,4
com-dblp,3,421724,3,1,2,1,6
com-dblp,3,421730,3,0,3,1,5
com-dblp,3,421746,3,0,3,1,4
com-dblp,3,421773,3,1,2,1,6
com-dblp,3,421792,3,3,0,1,6
com-dblp,3,421816,3,1,2,1,6
com-dblp,3,421980,3,1,2,1,9
com-dblp,3,422080,3,0,3,1,8
com-dblp,3,422107,3,3,0,1,6
com-dblp,3,422173,3,0,3,1,5
com-dblp,3,422194,3,3,0,1,5
com-dblp,3,422205,3,3,0,1,6
com-dblp,3,422277,3,3,0,1,6
com-dblp,3,422308,3,0,3,1,4
com-dblp,3,422315,3,3,0,1,6
com-dblp,3,422351,3,0,3,1,4
com-dblp,3,422423,3,2,1,1,6
com-dblp,3,422463,3,0,3,1,5
com-dblp,3,422475,3,2,1,1,8
com-dblp,3,422480,3,0,3,1,9
com-dblp,3,422564,3,0,3,1,8
com-dblp,3,422589,3,3,0,1,6
com-dblp,3,422685,3,3,0,1,5
com-dblp,3,422858,3,0,3,1,6
com-dblp,3,422866,3,3,0,1,6
com-dblp,3,422951,3,3,0,1,6
com-dblp,3,423105,3,3,0,1,6
com-dblp,3,423382,3,2,1,1,8
com-dblp,3,423393,3,3,0,1,5
com-dblp,3,423430,3,3,0,1,6
com-dblp,3,423506,3,3,0,1,6
com-dblp,3,423523,3,3,0,1,6
com-dblp,3,423705,3,1,2,1,9
com-dblp,3,423902,3,3,0,1,6
com-dblp,3,423988,3,1,2,1,6
com-dblp,3,424030,3,3,0,1,6
com-dblp,3,424135,3,0,3,1,4
com-dblp,3,424200,3,0,3,1,4
com-dblp,3,424241,3,3,0,1,6
com-dblp,3,424396,3,3,0,1,6
com-dblp,3,424503,3,1,2,1,6
com-dblp,3,424529,3,3,0,1,7
com-dblp,3,424682,3,1,2,1,6
com-dblp,3,424864,3,0,3,1,7
com-dblp,3,424920,3,3,0,1,6
com-dblp,3,424994,3,1,2,1,23
com-dblp,3,425086,3,3,0,1,6
com-dblp,3,425174,3,3,0,1,5
com-dblp,3,425287,3,1,2,1,6
com-dblp,3,425407,3,3,0,1,6
com-dblp,3,425417,3,0,3,1,5
com-dblp,3,425458,3,3,0,1,5
com-dblp,3,425473,3,2,1,1,13
com-dblp,3,425542,3,0,3,1,5
com-dblp,3,425890,3,1,2,1,9
com-dblp,3,426009,3,3,0,1,5
com-dblp,3,426021,3,0,3,1,8
com-dblp,3,426088,3,3,0,1,6
com-dblp,3,426107,3,1,2,1,6
com-dblp,3,426177,3,3,0,1,6
com-dblp,3,426382,3,1,2,1,8
com-dblp,3,426389,3,3,0,1,6
com-dblp,3,426473,3,3,0,1,6
com-dblp,3,426540,3,3,0,1,6
com-dblp,3,426896,3,3,0,1,6
com-dblp,3,427137,3,2,1,1,11
com-dblp,3,427188,3,3,0,1,6
com-dblp,3,427198,3,3,0,1,6
com-dblp,3,427377,3,1,2,1,9
com-dblp,3,427464,3,3,0,1,6
com-dblp,3,427661,3,1,2,1,17
com-dblp,3,427772,3,3,0,1,13
com-dblp,3,427801,3,3,0,1,6
com-dblp,3,427991,3,2,1,1,8
com-dblp,3,428210,3,3,0,1,6
com-dblp,3,428276,3,1,2,1,15
com-dblp,3,428442,3,3,0,1,5
com-dblp,3,428714,3,3,0,1,5
com-dblp,3,428787,3,3,0,1,8
com-dblp,3,429088,3,3,0,1,6
com-dblp,3,429300,3,0,3,1,6
com-dblp,3,429346,3,0,3,1,9
com-dblp,3,429799,3,3,0,1,7
com-dblp,3,430296,3,3,0,1,5
com-dblp,3,430390,3,3,0,1,5
com-dblp,3,430776,3,3,0,1,6
com-dblp,3,431029,3,2,1,1,6
com-dblp,3,431038,3,1,2,1,19
com-dblp,3,431106,3,3,0,1,6
com-dblp,3,431628,3,3,0,1,6
com-dblp,3,431641,3,0,3,1,9
com-dblp,3,431735,3,3,0,1,5
com-dblp,3,431776,3,3,0,1,6
com-dblp,3,431791,3,3,0,1,5
com-dblp,3,431838,3,3,0,1,6
com-dblp,3,431894,3,3,0,1,5
com-dblp,3,432224,3,3,0,1,6
com-dblp,3,432283,3,3,0,1,5
com-dblp,3,432577,3,3,0,1,5
com-dblp,3,432616,3,3,0,1,5
com-dblp,3,432644,3,3,0,1,6
com-dblp,3,433165,3,3,0,1,6
com-dblp,3,433217,3,3,0,1,12
com-dblp,3,433470,3,1,2,1,9
com-dblp,3,433513,3,3,0,1,6
com-dblp,3,435759,3,2,1,1,12
com-dblp,3,437909,3,3,0,1,6
com-dblp,3,439417,3,3,0,1,6
com-dblp,3,439640,3,3,0,1,6
com-dblp,3,440424,3,3,0,1,6
com-dblp,3,440875,3,3,0,1,5
com-dblp,3,440911,3,3,0,1,5
com-dblp,3,441940,3,3,0,1,6
com-dblp,3,442034,3,3,0,1,6
com-dblp,3,442149,3,3,0,1,6
com-dblp,3,442365,3,3,0,1,5
com-dblp,3,442501,3,3,0,1,5
com-dblp,3,443192,3,3,0,1,6
com-dblp,3,443399,3,3,0,1,6
com-dblp,3,443409,3,3,0,1,5
com-dblp,3,443700,3,3,0,1,5
com-dblp,3,443800,3,1,2,1,6
com-dblp,3,444718,3,2,1,1,9
com-dblp,3,444763,3,3,0,1,7
com-dblp,3,446576,3,3,0,1,6
com-dblp,3,452087,3,3,0,1,5
com-dblp,3,455662,2,2,0,1,4
com-dblp,3,455919,2,2,0,1,4
com-dblp,3,457455,2,2,0,1,4
com-dblp,3,457508,2,2,0,1,6
com-dblp,3,457911,2,2,0,1,4
com-dblp,3,457923,2,2,0,1,6
com-dblp,3,458551,2,2,0,1,6
com-dblp,3,459329,2,2,0,1,4
com-dblp,3,460420,2,2,0,1,4
com-dblp,3,462086,2,2,0,1,4
com-dblp,3,463630,1,0,1,1,3
com-dblp,3,463636,1,0,1,1,3
com-dblp,3,463704,1,1,0,1,4
com-dblp,3,463718,1,1,0,1,4
com-dblp,3,463741,1,1,0,1,4
com-dblp,3,463782,1,0,1,1,3
com-dblp,3,463841,1,1,0,1,4
com-dblp,3,463845,1,1,0,1,10
com-dblp,3,463871,1,0,1,1,3
com-dblp,3,463881,1,1,0,1,4
com-dblp,3,463998,1,0,1,1,3
com-dblp,3,464116,1,1,0,1,4
com-dblp,3,464321,1,1,0,1,4
com-dblp,3,464333,1,1,0,1,4
com-dblp,3,464347,1,1,0,1,4
com-dblp,3,464355,1,0,1,1,3
com-dblp,3,464363,1,1,0,1,4
com-dblp,3,464387,1,0,1,1,3
com-dblp,3,464464,1,1,0,1,4
com-dblp,3,464539,1,0,1,1,3
com-dblp,3,464595,1,0,1,1,9
com-dblp,3,464711,1,1,0,1,4
com-dblp,3,464732,1,0,1,1,5
com-dblp,3,464758,1,1,0,1,6
com-dblp,3,464873,1,0,1,1,5
com-dblp,3,464903,1,0,1,1,5
com-dblp,3,464961,1,0,1,1,3
com-dblp,3,465006,1,1,0,1,4
com-dblp,3,465027,1,1,0,1,7
com-dblp,3,465055,1,0,1,1,4
com-dblp,3,465117,1,1,0,1,4
com-dblp,3,465211,1,0,1,1,3
com-dblp,3,465268,1,0,1,1,3
com-dblp,3,465319,1,1,0,1,4
com-dblp,3,465367,1,1,0,1,10
com-dblp,3,465383,1,1,0,1,4
com-dblp,3,465387,1,0,1,1,3
com-dblp,3,465402,1,1,0,1,4
com-dblp,3,465441,1,1,0,1,4
com-dblp,3,465474,1,1,0,1,13
com-dblp,3,465484,1,1,0,1,4
com-dblp,3,465515,1,1,0,1,4
com-dblp,3,465573,1,0,1,1,3
com-dblp,3,465639,1,0,1,1,3
com-dblp,3,465652,1,1,0,1,4
com-dblp,3,465695,1,0,1,1,3
com-dblp,3,465786,1,0,1,1,3
com-dblp,3,465790,1,1,0,1,4
com-dblp,3,465794,1,0,1,1,5
com-dblp,3,465801,1,1,0,1,4
com-dblp,3,466102,1,1,0,1,4
com-dblp,3,466153,1,0,1,1,3
com-dblp,3,466192,1,1,0,1,10
com-dblp,3,466202,1,0,1,1,3
com-dblp,3,466230,1,0,1,1,6
com-dblp,3,466320,1,1,0,1,4
com-dblp,3,466368,1,0,1,1,5
com-dblp,3,466450,1,0,1,1,3
com-dblp,3,466542,1,0,1,1,5
com-dblp,3,466648,1,0,1,1,5
com-dblp,3,466775,1,1,0,1,4
com-dblp,3,466849,1,0,1,1,5
com-dblp,3,466862,1,1,0,1,4
com-dblp,3,467027,1,0,1,1,3
com-dblp,3,467102,1,1,0,1,4
com-dblp,3,467118,1,1,0,1,4
com-dblp,3,467226,1,1,0,1,4
com-dblp,3,467233,1,0,1,1,5
com-dblp,3,467237,1,0,1,1,3
com-dblp,3,467390,1,0,1,1,5
com-dblp,3,467397,1,1,0,1,4
com-dblp,3,467551,1,1,0,1,4
com-dblp,3,467633,1,0,1,1,3
com-dblp,3,467640,1,0,1,1,3
com-dblp,3,467653,1,0,1,1,3
com-dblp,3,467816,1,1,0,1,4
com-dblp,3,467820,1,0,1,1,3
com-dblp,3,467884,1,1,0,1,7
com-dblp,3,467894,1,0,1,1,6
com-dblp,3,467908,1,0,1,1,3
com-dblp,3,467919,1,0,1,1,3
com-dblp,3,467952,1,1,0,1,4
com-dblp,3,468100,1,1,0,1,10
com-dblp,3,468149,1,0,1,1,5
com-dblp,3,468160,1,0,1,1,3
com-dblp,3,468212,1,0,1,1,3
com-dblp,3,468299,1,1,0,1,4
com-dblp,3,468315,1,1,0,1,4
com-dblp,3,468328,1,0,1,1,5
com-dblp,3,468335,1,0,1,1,3
com-dblp,3,468339,1,1,0,1,4
com-dblp,3,468343,1,0,1,1,3
com-dblp,3,468364,1,0,1,1,3
com-dblp,3,468385,1,0,1,1,6
com-dblp,3,468491,1,0,1,1,5
com-dblp,3,468558,1,1,0,1,7
com-dblp,3,468626,1,1,0,1,4
com-dblp,3,468849,1,0,1,1,3
com-dblp,3,468869,1,0,1,1,5
com-dblp,3,468925,1,0,1,1,3
com-dblp,3,468932,1,0,1,1,6
com-dblp,3,468983,1,1,0,1,4
com-dblp,3,469002,1,1,0,1,4
com-dblp,3,469008,1,0,1,1,3
com-dblp,3,469012,1,0,1,1,3
com-dblp,3,469028,1,0,1,1,7
com-dblp,3,469074,1,0,1,1,6
com-dblp,3,469093,1,1,0,1,4
com-dblp,3,469103,1,0,1,1,3
com-dblp,3,469123,1,1,0,1,4
com-dblp,3,469232,1,0,1,1,3
com-dblp,3,469248,1,1,0,1,4
com-dblp,3,469414,1,0,1,1,3
com-dblp,3,469437,1,1,0,1,4
com-dblp,3,469455,1,1,0,1,6
com-dblp,3,469481,1,1,0,1,4
com-dblp,3,469561,1,0,1,1,3
com-dblp,3,469580,1,0,1,1,3
com-dblp,3,469688,1,1,0,1,7
com-dblp,3,469749,1,0,1,1,3
com-dblp,3,469775,1,1,0,1,4
com-dblp,3,469806,1,1,0,1,4
com-dblp,3,469949,1,0,1,1,3
com-dblp,3,469959,1,1,0,1,9
com-dblp,3,470011,1,1,0,1,4
com-dblp,3,470022,1,1,0,1,4
com-dblp,3,470062,1,1,0,1,4
com-dblp,3,470108,1,0,1,1,3
com-dblp,3,470137,1,1,0,1,4
com-dblp,3,470149,1,0,1,1,3
com-dblp,3,470169,1,1,0,1,6
com-dblp,3,470175,1,0,1,1,3
com-dblp,3,470328,1,0,1,1,3
com-dblp,3,470357,1,1,0,1,4
com-dblp,3,470374,1,1,0,1,4
com-dblp,3,470660,1,0,1,1,3
com-dblp,3,470682,1,1,0,1,4
com-dblp,3,470717,1,0,1,1,3
com-dblp,3,470724,1,1,0,1,4
com-dblp,3,470751,1,1,0,1,4
com-dblp,3,470768,1,1,0,1,4
com-dblp,3,470994,1,1,0,1,4
com-dblp,3,471002,1,1,0,1,4
com-dblp,3,471171,1,1,0,1,4
com-dblp,3,471226,1,1,0,1,10
com-dblp,3,471251,1,0,1,1,3
com-dblp,3,471286,1,1,0,1,4
com-dblp,3,471295,1,1,0,1,4
com-dblp,3,471303,1,1,0,1,4
com-dblp,3,471307,1,1,0,1,4
com-dblp,3,471372,1,1,0,1,4
com-dblp,3,471488,1,0,1,1,5
com-dblp,3,471510,1,1,0,1,10
com-dblp,3,471551,1,0,1,1,3
com-dblp,3,471555,1,1,0,1,4
com-dblp,3,471572,1,1,0,1,4
com-dblp,3,471616,1,0,1,1,5
com-dblp,3,471623,1,1,0,1,4
com-dblp,3,471681,1,1,0,1,4
com-dblp,3,471695,1,0,1,1,3
com-dblp,3,471699,1,1,0,1,4
com-dblp,3,471737,1,1,0,1,7
com-dblp,3,471853,1,0,1,1,3
com-dblp,3,471928,1,1,0,1,4
com-dblp,3,471971,1,0,1,1,3
com-dblp,3,471983,1,1,0,1,4
com-dblp,3,472033,1,1,0,1,4
com-dblp,3,472037,1,0,1,1,3
com-dblp,3,472168,1,1,0,1,4
com-dblp,3,472194,1,0,1,1,3
com-dblp,3,472222,1,0,1,1,5
com-dblp,3,472261,1,0,1,1,3
com-dblp,3,472276,1,0,1,1,3
com-dblp,3,472305,1,0,1,1,3
com-dblp,3,472325,1,0,1,1,3
com-dblp,3,472380,1,1,0,1,13
com-dblp,3,472475,1,0,1,1,3
com-dblp,3,472563,1,1,0,1,4
com-dblp,3,472567,1,0,1,1,3
com-dblp,3,472635,1,0,1,1,3
com-dblp,3,472645,1,1,0,1,4
com-dblp,3,472697,1,1,0,1,10
com-dblp,3,472717,1,1,0,1,4
com-dblp,3,472724,1,1,0,1,4
com-dblp,3,472777,1,0,1,1,3
com-dblp,3,472808,1,0,1,1,3
com-dblp,3,472874,1,1,0,1,4
com-dblp,3,472924,1,1,0,1,4
com-dblp,3,472946,1,0,1,1,3
com-dblp,3,473037,1,1,0,1,4
com-dblp,3,473079,1,1,0,1,4
com-dblp,3,473179,1,0,1,1,3
com-dblp,3,473205,1,0,1,1,3
com-dblp,3,473311,1,1,0,1,4
com-dblp,3,473315,1,0,1,1,3
com-dblp,3,473357,1,0,1,1,3
com-dblp,3,473368,1,1,0,1,4
com-dblp,3,473412,1,0,1,1,5
com-dblp,3,473444,1,0,1,1,3
com-dblp,3,473584,1,1,0,1,4
com-dblp,3,473642,1,1,0,1,7
com-dblp,3,473719,1,1,0,1,4
com-dblp,3,473776,1,0,1,1,5
com-dblp,3,473799,1,1,0,1,6
com-dblp,3,474140,1,1,0,1,4
com-dblp,3,474198,1,0,1,1,3
com-dblp,3,474220,1,0,1,1,3
com-dblp,3,474262,1,0,1,1,7
com-dblp,3,474293,1,0,1,1,3
com-dblp,3,474349,1,0,1,1,3
com-dblp,3,474424,1,1,0,1,7
com-dblp,3,474436,1,0,1,1,3
com-dblp,3,474451,1,0,1,1,3
com-dblp,3,474494,1,0,1,1,3
com-dblp,3,474501,1,1,0,1,4
com-dblp,3,474539,1,1,0,1,7
com-dblp,3,474623,1,0,1,1,3
com-dblp,3,474732,1,0,1,1,3
com-dblp,3,474736,1,1,0,1,7
com-dblp,3,474758,1,0,1,1,3
com-dblp,3,474765,1,0,1,1,3
com-dblp,3,474857,1,1,0,1,4
com-dblp,3,474861,1,0,1,1,5
com-dblp,3,474909,1,1,0,1,6
com-dblp,3,474915,1,1,0,1,4
com-dblp,3,474919,1,1,0,1,7
com-dblp,3,475038,1,0,1,1,5
com-dblp,3,475073,1,1,0,1,4
com-dblp,3,475158,1,0,1,1,3
com-dblp,3,475176,1,1,0,1,7
com-dblp,3,475252,1,0,1,1,3
com-dblp,3,475483,1,1,0,1,4
com-dblp,3,475499,1,1,0,1,4
com-dblp,3,475645,1,1,0,1,4
com-dblp,3,475804,1,1,0,1,4
com-dblp,3,475808,1,0,1,1,3
com-dblp,3,475855,1,1,0,1,6
com-dblp,3,475882,1,1,0,1,4
com-dblp,3,475894,1,1,0,1,10
com-dblp,3,475955,1,0,1,1,3
com-dblp,3,475998,1,0,1,1,3
com-dblp,3,476002,1,0,1,1,3
com-dblp,3,476048,1,0,1,1,5
com-dblp,3,476171,1,1,0,1,7
com-dblp,3,476258,1,1,0,1,10
com-dblp,3,476273,1,0,1,1,3
com-dblp,3,476277,1,1,0,1,4
com-dblp,3,476362,1,0,1,1,3
com-dblp,3,476481,1,1,0,1,4
com-dblp,3,476607,1,1,0,1,4
com-dblp,3,476639,1,0,1,1,3
com-dblp,3,476657,1,0,1,1,3
com-dblp,3,476682,1,1,0,1,4
com-dblp,3,476765,1,0,1,1,3
com-dblp,3,476786,1,1,0,1,4
com-dblp,3,476790,1,1,0,1,4
com-dblp,3,477023,1,1,0,1,4
com-dblp,3,477154,1,1,0,1,4
com-dblp,3,477160,1,1,0,1,4
com-dblp,3,477317,1,0,1,1,3
com-dblp,3,477490,1,1,0,1,7
com-dblp,3,477533,1,0,1,1,3
com-dblp,3,477600,1,1,0,1,4
com-dblp,3,477750,1,1,0,1,7
com-dblp,3,477775,1,0,1,1,3
com-dblp,3,477781,1,0,1,1,3
com-dblp,3,477802,1,0,1,1,3
com-dblp,3,477820,1,0,1,1,16
com-dblp,3,477840,1,1,0,1,4
com-dblp,3,477886,1,1,0,1,4
com-dblp,3,477890,1,1,0,1,4
com-dblp,3,477970,1,0,1,1,3
com-dblp,3,477974,1,0,1,1,8
com-dblp,3,477991,1,0,1,1,3
com-dblp,3,478047,1,0,1,1,3
com-dblp,3,478142,1,0,1,1,3
com-dblp,3,478146,1,0,1,1,3
com-dblp,3,478152,1,1,0,1,4
com-dblp,3,478208,1,1,0,1,4
com-dblp,3,478314,1,1,0,1,4
